season,week,team,is_bye,opponent,home_away,outcome,games_played,wins,losses,ties,record,win_pct,point_diff,final_wins,final_losses,final_ties,made_playoffs,sb_champion
2001,17,JAX,FALSE,CHI,away,L,16,6,10,0,6-10,0.375,8,6,10,0,FALSE,FALSE
2001,1,KC,FALSE,OAK,home,L,1,0,1,0,0-1,0,-3,6,10,0,FALSE,FALSE
2001,2,KC,FALSE,NYG,home,L,2,0,2,0,0-2,0,-13,6,10,0,FALSE,FALSE
2001,3,KC,FALSE,WAS,away,W,3,1,2,0,1-2,0.3333333333333333,19,6,10,0,FALSE,FALSE
2001,4,KC,FALSE,DEN,away,L,4,1,3,0,1-3,0.25,5,6,10,0,FALSE,FALSE
2001,5,KC,FALSE,PIT,home,L,5,1,4,0,1-4,0.2,2,6,10,0,FALSE,FALSE
2001,6,KC,FALSE,ARI,away,L,6,1,5,0,1-5,0.16666666666666666,-6,6,10,0,FALSE,FALSE
2001,7,KC,FALSE,IND,home,L,7,1,6,0,1-6,0.14285714285714285,-13,6,10,0,FALSE,FALSE
2001,8,KC,FALSE,SD,away,W,8,2,6,0,2-6,0.25,-8,6,10,0,FALSE,FALSE
2001,9,KC,FALSE,NYJ,away,L,9,2,7,0,2-7,0.2222222222222222,-28,6,10,0,FALSE,FALSE
2001,10,KC,TRUE,NA,NA,NA,9,2,7,0,2-7,0.2222222222222222,-28,6,10,0,FALSE,FALSE
2001,11,KC,FALSE,SEA,home,W,10,3,7,0,3-7,0.3,-16,6,10,0,FALSE,FALSE
2001,12,KC,FALSE,PHI,home,L,11,3,8,0,3-8,0.2727272727272727,-29,6,10,0,FALSE,FALSE
2001,13,KC,FALSE,OAK,away,L,12,3,9,0,3-9,0.25,-31,6,10,0,FALSE,FALSE
2001,14,KC,FALSE,DEN,home,W,13,4,9,0,4-9,0.3076923076923077,-28,6,10,0,FALSE,FALSE
2001,15,KC,FALSE,SD,home,W,14,5,9,0,5-9,0.35714285714285715,-25,6,10,0,FALSE,FALSE
2001,16,KC,FALSE,JAX,away,W,15,6,9,0,6-9,0.4,-21,6,10,0,FALSE,FALSE
2001,17,KC,FALSE,SEA,away,L,16,6,10,0,6-10,0.375,-24,6,10,0,FALSE,FALSE
2001,1,MIA,FALSE,TEN,away,W,1,1,0,0,1-0,1,8,11,5,0,TRUE,FALSE
2001,2,MIA,FALSE,OAK,home,W,2,2,0,0,2-0,1,11,11,5,0,TRUE,FALSE
2001,3,MIA,FALSE,STL,away,L,3,2,1,0,2-1,0.6666666666666666,-21,11,5,0,TRUE,FALSE
2001,4,MIA,FALSE,NE,home,W,4,3,1,0,3-1,0.75,-1,11,5,0,TRUE,FALSE
2001,5,MIA,FALSE,NYJ,away,L,5,3,2,0,3-2,0.6,-5,11,5,0,TRUE,FALSE
2001,6,MIA,TRUE,NA,NA,NA,5,3,2,0,3-2,0.6,-5,11,5,0,TRUE,FALSE
2001,7,MIA,FALSE,SEA,away,W,6,4,2,0,4-2,0.6666666666666666,-1,11,5,0,TRUE,FALSE
2001,8,MIA,FALSE,CAR,home,W,7,5,2,0,5-2,0.7142857142857143,16,11,5,0,TRUE,FALSE
2001,9,MIA,FALSE,IND,away,W,8,6,2,0,6-2,0.75,19,11,5,0,TRUE,FALSE
2001,10,MIA,FALSE,NYJ,home,L,9,6,3,0,6-3,0.6666666666666666,-5,11,5,0,TRUE,FALSE
2001,11,MIA,FALSE,BUF,away,W,10,7,3,0,7-3,0.7,2,11,5,0,TRUE,FALSE
2001,12,MIA,FALSE,DEN,home,W,11,8,3,0,8-3,0.7272727272727273,13,11,5,0,TRUE,FALSE
2001,13,MIA,FALSE,IND,home,W,12,9,3,0,9-3,0.75,48,11,5,0,TRUE,FALSE
2001,14,MIA,FALSE,SF,away,L,13,9,4,0,9-4,0.6923076923076923,27,11,5,0,TRUE,FALSE
2001,15,MIA,FALSE,NE,away,L,14,9,5,0,9-5,0.6428571428571429,20,11,5,0,TRUE,FALSE
2001,16,MIA,FALSE,ATL,home,W,15,10,5,0,10-5,0.6666666666666666,27,11,5,0,TRUE,FALSE
2001,17,MIA,FALSE,BUF,home,W,16,11,5,0,11-5,0.6875,54,11,5,0,TRUE,FALSE
2001,1,MIN,FALSE,CAR,home,L,1,0,1,0,0-1,0,-11,5,11,0,FALSE,FALSE
2001,2,MIN,FALSE,CHI,away,L,2,0,2,0,0-2,0,-18,5,11,0,FALSE,FALSE
2001,3,MIN,FALSE,TB,home,W,3,1,2,0,1-2,0.3333333333333333,-14,5,11,0,FALSE,FALSE
2001,4,MIN,FALSE,NO,away,L,4,1,3,0,1-3,0.25,-27,5,11,0,FALSE,FALSE
2001,5,MIN,FALSE,DET,home,W,5,2,3,0,2-3,0.4,-22,5,11,0,FALSE,FALSE
2001,6,MIN,FALSE,GB,home,W,6,3,3,0,3-3,0.5,0,5,11,0,FALSE,FALSE
2001,7,MIN,FALSE,TB,away,L,7,3,4,0,3-4,0.42857142857142855,-27,5,11,0,FALSE,FALSE
2001,8,MIN,TRUE,NA,NA,NA,7,3,4,0,3-4,0.42857142857142855,-27,5,11,0,FALSE,FALSE
2001,9,MIN,FALSE,PHI,away,L,8,3,5,0,3-5,0.375,-58,5,11,0,FALSE,FALSE
2001,10,MIN,FALSE,NYG,home,W,9,4,5,0,4-5,0.4444444444444444,-46,5,11,0,FALSE,FALSE
2001,11,MIN,FALSE,CHI,home,L,10,4,6,0,4-6,0.4,-53,5,11,0,FALSE,FALSE
2001,12,MIN,FALSE,PIT,away,L,11,4,7,0,4-7,0.36363636363636365,-58,5,11,0,FALSE,FALSE
2001,13,MIN,FALSE,TEN,home,W,12,5,7,0,5-7,0.4166666666666667,-40,5,11,0,FALSE,FALSE
2001,14,MIN,FALSE,DET,away,L,13,5,8,0,5-8,0.38461538461538464,-43,5,11,0,FALSE,FALSE
2001,15,MIN,FALSE,JAX,home,L,14,5,9,0,5-9,0.35714285714285715,-73,5,11,0,FALSE,FALSE
2001,16,MIN,FALSE,GB,away,L,15,5,10,0,5-10,0.3333333333333333,-84,5,11,0,FALSE,FALSE
2001,17,MIN,FALSE,BAL,away,L,16,5,11,0,5-11,0.3125,-100,5,11,0,FALSE,FALSE
2001,1,NE,FALSE,CIN,away,L,1,0,1,0,0-1,0,-6,11,5,0,TRUE,TRUE
2001,2,NE,FALSE,NYJ,home,L,2,0,2,0,0-2,0,-13,11,5,0,TRUE,TRUE
2001,3,NE,FALSE,IND,home,W,3,1,2,0,1-2,0.3333333333333333,18,11,5,0,TRUE,TRUE
2001,4,NE,FALSE,MIA,away,L,4,1,3,0,1-3,0.25,-2,11,5,0,TRUE,TRUE
2001,5,NE,FALSE,SD,home,W,5,2,3,0,2-3,0.4,1,11,5,0,TRUE,TRUE
2001,6,NE,FALSE,IND,away,W,6,3,3,0,3-3,0.5,22,11,5,0,TRUE,TRUE
2001,7,NE,FALSE,DEN,away,L,7,3,4,0,3-4,0.42857142857142855,11,11,5,0,TRUE,TRUE
2001,8,NE,FALSE,ATL,away,W,8,4,4,0,4-4,0.5,25,11,5,0,TRUE,TRUE
2001,9,NE,FALSE,BUF,home,W,9,5,4,0,5-4,0.5555555555555556,35,11,5,0,TRUE,TRUE
2001,10,NE,FALSE,STL,home,L,10,5,5,0,5-5,0.5,28,11,5,0,TRUE,TRUE
2001,11,NE,FALSE,NO,home,W,11,6,5,0,6-5,0.5454545454545454,45,11,5,0,TRUE,TRUE
2001,12,NE,FALSE,NYJ,away,W,12,7,5,0,7-5,0.5833333333333334,46,11,5,0,TRUE,TRUE
2001,13,NE,FALSE,CLE,home,W,13,8,5,0,8-5,0.6153846153846154,57,11,5,0,TRUE,TRUE
2001,14,NE,FALSE,BUF,away,W,14,9,5,0,9-5,0.6428571428571429,60,11,5,0,TRUE,TRUE
2001,15,NE,FALSE,MIA,home,W,15,10,5,0,10-5,0.6666666666666666,67,11,5,0,TRUE,TRUE
2001,16,NE,TRUE,NA,NA,NA,15,10,5,0,10-5,0.6666666666666666,67,11,5,0,TRUE,TRUE
2001,17,NE,FALSE,CAR,away,W,16,11,5,0,11-5,0.6875,99,11,5,0,TRUE,TRUE
2001,1,NO,FALSE,BUF,away,W,1,1,0,0,1-0,1,18,7,9,0,FALSE,FALSE
2001,2,NO,TRUE,NA,NA,NA,1,1,0,0,1-0,1,18,7,9,0,FALSE,FALSE
2001,3,NO,FALSE,NYG,away,L,2,1,1,0,1-1,0.5,10,7,9,0,FALSE,FALSE
2001,4,NO,FALSE,MIN,home,W,3,2,1,0,2-1,0.6666666666666666,23,7,9,0,FALSE,FALSE
2001,5,NO,FALSE,CAR,away,W,4,3,1,0,3-1,0.75,25,7,9,0,FALSE,FALSE
2001,6,NO,FALSE,ATL,home,L,5,3,2,0,3-2,0.6,18,7,9,0,FALSE,FALSE
2001,7,NO,FALSE,STL,away,W,6,4,2,0,4-2,0.6666666666666666,21,7,9,0,FALSE,FALSE
2001,8,NO,FALSE,NYJ,home,L,7,4,3,0,4-3,0.5714285714285714,14,7,9,0,FALSE,FALSE
2001,9,NO,FALSE,SF,away,L,8,4,4,0,4-4,0.5,13,7,9,0,FALSE,FALSE
2001,10,NO,FALSE,IND,home,W,9,5,4,0,5-4,0.5555555555555556,27,7,9,0,FALSE,FALSE
2001,11,NO,FALSE,NE,away,L,10,5,5,0,5-5,0.5,10,7,9,0,FALSE,FALSE
2001,12,NO,FALSE,CAR,home,W,11,6,5,0,6-5,0.5454545454545454,14,7,9,0,FALSE,FALSE
2001,13,NO,FALSE,ATL,away,W,12,7,5,0,7-5,0.5833333333333334,32,7,9,0,FALSE,FALSE
2001,14,NO,FALSE,STL,home,L,13,7,6,0,7-6,0.5384615384615384,19,7,9,0,FALSE,FALSE
2001,15,NO,FALSE,TB,away,L,14,7,7,0,7-7,0.5,-8,7,9,0,FALSE,FALSE
2001,16,NO,FALSE,WAS,home,L,15,7,8,0,7-8,0.4666666666666667,-38,7,9,0,FALSE,FALSE
2001,17,NO,FALSE,SF,home,L,16,7,9,0,7-9,0.4375,-76,7,9,0,FALSE,FALSE
2001,1,NYG,FALSE,DEN,away,L,1,0,1,0,0-1,0,-11,7,9,0,FALSE,FALSE
2001,2,NYG,FALSE,KC,away,W,2,1,1,0,1-1,0.5,-1,7,9,0,FALSE,FALSE
2001,3,NYG,FALSE,NO,home,W,3,2,1,0,2-1,0.6666666666666666,7,7,9,0,FALSE,FALSE
2001,4,NYG,FALSE,WAS,home,W,4,3,1,0,3-1,0.75,21,7,9,0,FALSE,FALSE
2001,5,NYG,FALSE,STL,away,L,5,3,2,0,3-2,0.6,20,7,9,0,FALSE,FALSE
2001,6,NYG,FALSE,PHI,home,L,6,3,3,0,3-3,0.5,19,7,9,0,FALSE,FALSE
2001,7,NYG,FALSE,WAS,away,L,7,3,4,0,3-4,0.42857142857142855,5,7,9,0,FALSE,FALSE
2001,8,NYG,FALSE,DAL,home,W,8,4,4,0,4-4,0.5,8,7,9,0,FALSE,FALSE
2001,9,NYG,FALSE,ARI,away,W,9,5,4,0,5-4,0.5555555555555556,15,7,9,0,FALSE,FALSE
2001,10,NYG,FALSE,MIN,away,L,10,5,5,0,5-5,0.5,3,7,9,0,FALSE,FALSE
2001,11,NYG,FALSE,OAK,home,L,11,5,6,0,5-6,0.45454545454545453,-15,7,9,0,FALSE,FALSE
2001,12,NYG,TRUE,NA,NA,NA,11,5,6,0,5-6,0.45454545454545453,-15,7,9,0,FALSE,FALSE
2001,13,NYG,FALSE,DAL,away,L,12,5,7,0,5-7,0.4166666666666667,-22,7,9,0,FALSE,FALSE
2001,14,NYG,FALSE,ARI,home,W,13,6,7,0,6-7,0.46153846153846156,-18,7,9,0,FALSE,FALSE
2001,15,NYG,FALSE,SEA,home,W,14,7,7,0,7-7,0.5,-15,7,9,0,FALSE,FALSE
2001,16,NYG,FALSE,PHI,away,L,15,7,8,0,7-8,0.4666666666666667,-18,7,9,0,FALSE,FALSE
2001,17,NYG,FALSE,GB,home,L,16,7,9,0,7-9,0.4375,-27,7,9,0,FALSE,FALSE
2001,1,NYJ,FALSE,IND,home,L,1,0,1,0,0-1,0,-21,10,6,0,TRUE,FALSE
2001,2,NYJ,FALSE,NE,away,W,2,1,1,0,1-1,0.5,-14,10,6,0,TRUE,FALSE
2001,3,NYJ,FALSE,SF,home,L,3,1,2,0,1-2,0.3333333333333333,-16,10,6,0,TRUE,FALSE
2001,4,NYJ,FALSE,BUF,away,W,4,2,2,0,2-2,0.5,-10,10,6,0,TRUE,FALSE
2001,5,NYJ,FALSE,MIA,home,W,5,3,2,0,3-2,0.6,-6,10,6,0,TRUE,FALSE
2001,6,NYJ,FALSE,STL,home,L,6,3,3,0,3-3,0.5,-26,10,6,0,TRUE,FALSE
2001,7,NYJ,FALSE,CAR,away,W,7,4,3,0,4-3,0.5714285714285714,-25,10,6,0,TRUE,FALSE
2001,8,NYJ,FALSE,NO,away,W,8,5,3,0,5-3,0.625,-18,10,6,0,TRUE,FALSE
2001,9,NYJ,FALSE,KC,home,W,9,6,3,0,6-3,0.6666666666666666,2,10,6,0,TRUE,FALSE
2001,10,NYJ,FALSE,MIA,away,W,10,7,3,0,7-3,0.7,26,10,6,0,TRUE,FALSE
2001,11,NYJ,TRUE,NA,NA,NA,10,7,3,0,7-3,0.7,26,10,6,0,TRUE,FALSE
2001,12,NYJ,FALSE,NE,home,L,11,7,4,0,7-4,0.6363636363636364,25,10,6,0,TRUE,FALSE
2001,13,NYJ,FALSE,PIT,away,L,12,7,5,0,7-5,0.5833333333333334,14,10,6,0,TRUE,FALSE
2001,14,NYJ,FALSE,CIN,home,W,13,8,5,0,8-5,0.6153846153846154,15,10,6,0,TRUE,FALSE
2001,15,NYJ,FALSE,IND,away,W,14,9,5,0,9-5,0.6428571428571429,16,10,6,0,TRUE,FALSE
2001,16,NYJ,FALSE,BUF,home,L,15,9,6,0,9-6,0.6,11,10,6,0,TRUE,FALSE
2001,17,NYJ,FALSE,OAK,away,W,16,10,6,0,10-6,0.625,13,10,6,0,TRUE,FALSE
2001,1,OAK,FALSE,KC,away,W,1,1,0,0,1-0,1,3,10,6,0,TRUE,FALSE
2001,2,OAK,FALSE,MIA,away,L,2,1,1,0,1-1,0.5,0,10,6,0,TRUE,FALSE
2001,3,OAK,FALSE,SEA,home,W,3,2,1,0,2-1,0.6666666666666666,24,10,6,0,TRUE,FALSE
2001,4,OAK,FALSE,DAL,home,W,4,3,1,0,3-1,0.75,31,10,6,0,TRUE,FALSE
2001,5,OAK,FALSE,IND,away,W,5,4,1,0,4-1,0.8,36,10,6,0,TRUE,FALSE
2001,6,OAK,TRUE,NA,NA,NA,5,4,1,0,4-1,0.8,36,10,6,0,TRUE,FALSE
2001,7,OAK,FALSE,PHI,away,W,6,5,1,0,5-1,0.8333333333333334,46,10,6,0,TRUE,FALSE
2001,8,OAK,FALSE,DEN,home,W,7,6,1,0,6-1,0.8571428571428571,56,10,6,0,TRUE,FALSE
2001,9,OAK,FALSE,SEA,away,L,8,6,2,0,6-2,0.75,49,10,6,0,TRUE,FALSE
2001,10,OAK,FALSE,SD,home,W,9,7,2,0,7-2,0.7777777777777778,59,10,6,0,TRUE,FALSE
2001,11,OAK,FALSE,NYG,away,W,10,8,2,0,8-2,0.8,77,10,6,0,TRUE,FALSE
2001,12,OAK,FALSE,ARI,home,L,11,8,3,0,8-3,0.7272727272727273,74,10,6,0,TRUE,FALSE
2001,13,OAK,FALSE,KC,home,W,12,9,3,0,9-3,0.75,76,10,6,0,TRUE,FALSE
2001,14,OAK,FALSE,SD,away,W,13,10,3,0,10-3,0.7692307692307693,83,10,6,0,TRUE,FALSE
2001,15,OAK,FALSE,TEN,home,L,14,10,4,0,10-4,0.7142857142857143,80,10,6,0,TRUE,FALSE
2001,16,OAK,FALSE,DEN,away,L,15,10,5,0,10-5,0.6666666666666666,74,10,6,0,TRUE,FALSE
2001,17,OAK,FALSE,NYJ,home,L,16,10,6,0,10-6,0.625,72,10,6,0,TRUE,FALSE
2001,1,PHI,FALSE,STL,home,L,1,0,1,0,0-1,0,-3,11,5,0,TRUE,FALSE
2001,2,PHI,FALSE,SEA,away,W,2,1,1,0,1-1,0.5,21,11,5,0,TRUE,FALSE
2001,3,PHI,FALSE,DAL,home,W,3,2,1,0,2-1,0.6666666666666666,43,11,5,0,TRUE,FALSE
2001,4,PHI,FALSE,ARI,home,L,4,2,2,0,2-2,0.5,42,11,5,0,TRUE,FALSE
2001,5,PHI,TRUE,NA,NA,NA,4,2,2,0,2-2,0.5,42,11,5,0,TRUE,FALSE
2001,6,PHI,FALSE,NYG,away,W,5,3,2,0,3-2,0.6,43,11,5,0,TRUE,FALSE
2001,7,PHI,FALSE,OAK,home,L,6,3,3,0,3-3,0.5,33,11,5,0,TRUE,FALSE
2001,8,PHI,FALSE,ARI,away,W,7,4,3,0,4-3,0.5714285714285714,47,11,5,0,TRUE,FALSE
2001,9,PHI,FALSE,MIN,home,W,8,5,3,0,5-3,0.625,78,11,5,0,TRUE,FALSE
2001,10,PHI,FALSE,DAL,away,W,9,6,3,0,6-3,0.6666666666666666,111,11,5,0,TRUE,FALSE
2001,11,PHI,FALSE,WAS,home,L,10,6,4,0,6-4,0.6,101,11,5,0,TRUE,FALSE
2001,12,PHI,FALSE,KC,away,W,11,7,4,0,7-4,0.6363636363636364,114,11,5,0,TRUE,FALSE
2001,13,PHI,FALSE,SD,home,W,12,8,4,0,8-4,0.6666666666666666,124,11,5,0,TRUE,FALSE
2001,14,PHI,FALSE,WAS,away,W,13,9,4,0,9-4,0.6923076923076923,138,11,5,0,TRUE,FALSE
2001,15,PHI,FALSE,SF,away,L,14,9,5,0,9-5,0.6428571428571429,128,11,5,0,TRUE,FALSE
2001,16,PHI,FALSE,NYG,home,W,15,10,5,0,10-5,0.6666666666666666,131,11,5,0,TRUE,FALSE
2001,17,PHI,FALSE,TB,away,W,16,11,5,0,11-5,0.6875,135,11,5,0,TRUE,FALSE
2001,1,PIT,FALSE,JAX,away,L,1,0,1,0,0-1,0,-18,13,3,0,TRUE,FALSE
2001,2,PIT,TRUE,NA,NA,NA,1,0,1,0,0-1,0,-18,13,3,0,TRUE,FALSE
2001,3,PIT,FALSE,BUF,away,W,2,1,1,0,1-1,0.5,-1,13,3,0,TRUE,FALSE
2001,4,PIT,FALSE,CIN,home,W,3,2,1,0,2-1,0.6666666666666666,8,13,3,0,TRUE,FALSE
2001,5,PIT,FALSE,KC,away,W,4,3,1,0,3-1,0.75,11,13,3,0,TRUE,FALSE
2001,6,PIT,FALSE,TB,away,W,5,4,1,0,4-1,0.8,18,13,3,0,TRUE,FALSE
2001,7,PIT,FALSE,TEN,home,W,6,5,1,0,5-1,0.8333333333333334,45,13,3,0,TRUE,FALSE
2001,8,PIT,FALSE,BAL,home,L,7,5,2,0,5-2,0.7142857142857143,42,13,3,0,TRUE,FALSE
2001,9,PIT,FALSE,CLE,away,W,8,6,2,0,6-2,0.75,45,13,3,0,TRUE,FALSE
2001,10,PIT,FALSE,JAX,home,W,9,7,2,0,7-2,0.7777777777777778,58,13,3,0,TRUE,FALSE
2001,11,PIT,FALSE,TEN,away,W,10,8,2,0,8-2,0.8,68,13,3,0,TRUE,FALSE
2001,12,PIT,FALSE,MIN,home,W,11,9,2,0,9-2,0.8181818181818182,73,13,3,0,TRUE,FALSE
2001,13,PIT,FALSE,NYJ,home,W,12,10,2,0,10-2,0.8333333333333334,84,13,3,0,TRUE,FALSE
2001,14,PIT,FALSE,BAL,away,W,13,11,2,0,11-2,0.8461538461538461,89,13,3,0,TRUE,FALSE
2001,15,PIT,FALSE,DET,home,W,14,12,2,0,12-2,0.8571428571428571,122,13,3,0,TRUE,FALSE
2001,16,PIT,FALSE,CIN,away,L,15,12,3,0,12-3,0.8,119,13,3,0,TRUE,FALSE
2001,17,PIT,FALSE,CLE,home,W,16,13,3,0,13-3,0.8125,140,13,3,0,TRUE,FALSE
2001,1,SD,FALSE,WAS,home,W,1,1,0,0,1-0,1,27,5,11,0,FALSE,FALSE
2001,2,SD,FALSE,DAL,away,W,2,2,0,0,2-0,1,38,5,11,0,FALSE,FALSE
2001,3,SD,FALSE,CIN,home,W,3,3,0,0,3-0,1,52,5,11,0,FALSE,FALSE
2001,4,SD,FALSE,CLE,away,L,4,3,1,0,3-1,0.75,48,5,11,0,FALSE,FALSE
2001,5,SD,FALSE,NE,away,L,5,3,2,0,3-2,0.6,45,5,11,0,FALSE,FALSE
2001,6,SD,FALSE,DEN,home,W,6,4,2,0,4-2,0.6666666666666666,62,5,11,0,FALSE,FALSE
2001,7,SD,FALSE,BUF,home,W,7,5,2,0,5-2,0.7142857142857143,65,5,11,0,FALSE,FALSE
2001,8,SD,FALSE,KC,home,L,8,5,3,0,5-3,0.625,60,5,11,0,FALSE,FALSE
2001,9,SD,FALSE,DEN,away,L,9,5,4,0,5-4,0.5555555555555556,50,5,11,0,FALSE,FALSE
2001,10,SD,FALSE,OAK,away,L,10,5,5,0,5-5,0.5,40,5,11,0,FALSE,FALSE
2001,11,SD,FALSE,ARI,home,L,11,5,6,0,5-6,0.45454545454545453,37,5,11,0,FALSE,FALSE
2001,12,SD,FALSE,SEA,away,L,12,5,7,0,5-7,0.4166666666666667,34,5,11,0,FALSE,FALSE
2001,13,SD,FALSE,PHI,away,L,13,5,8,0,5-8,0.38461538461538464,24,5,11,0,FALSE,FALSE
2001,14,SD,FALSE,OAK,home,L,14,5,9,0,5-9,0.35714285714285715,17,5,11,0,FALSE,FALSE
2001,15,SD,FALSE,KC,away,L,15,5,10,0,5-10,0.3333333333333333,14,5,11,0,FALSE,FALSE
2001,16,SD,FALSE,SEA,home,L,16,5,11,0,5-11,0.3125,11,5,11,0,FALSE,FALSE
2001,17,SD,TRUE,NA,NA,NA,16,5,11,0,5-11,0.3125,11,5,11,0,FALSE,FALSE
2001,1,SEA,FALSE,CLE,away,W,1,1,0,0,1-0,1,3,9,7,0,FALSE,FALSE
2001,2,SEA,FALSE,PHI,home,L,2,1,1,0,1-1,0.5,-21,9,7,0,FALSE,FALSE
2001,3,SEA,FALSE,OAK,away,L,3,1,2,0,1-2,0.3333333333333333,-45,9,7,0,FALSE,FALSE
2001,4,SEA,FALSE,JAX,home,W,4,2,2,0,2-2,0.5,-36,9,7,0,FALSE,FALSE
2001,5,SEA,FALSE,DEN,home,W,5,3,2,0,3-2,0.6,-23,9,7,0,FALSE,FALSE
2001,6,SEA,TRUE,NA,NA,NA,5,3,2,0,3-2,0.6,-23,9,7,0,FALSE,FALSE
2001,7,SEA,FALSE,MIA,home,L,6,3,3,0,3-3,0.5,-27,9,7,0,FALSE,FALSE
2001,8,SEA,FALSE,WAS,away,L,7,3,4,0,3-4,0.42857142857142855,-40,9,7,0,FALSE,FALSE
2001,9,SEA,FALSE,OAK,home,W,8,4,4,0,4-4,0.5,-33,9,7,0,FALSE,FALSE
2001,10,SEA,FALSE,BUF,away,W,9,5,4,0,5-4,0.5555555555555556,-30,9,7,0,FALSE,FALSE
2001,11,SEA,FALSE,KC,away,L,10,5,5,0,5-5,0.5,-42,9,7,0,FALSE,FALSE
2001,12,SEA,FALSE,SD,home,W,11,6,5,0,6-5,0.5454545454545454,-39,9,7,0,FALSE,FALSE
2001,13,SEA,FALSE,DEN,away,L,12,6,6,0,6-6,0.5,-52,9,7,0,FALSE,FALSE
2001,14,SEA,FALSE,DAL,home,W,13,7,6,0,7-6,0.5384615384615384,-26,9,7,0,FALSE,FALSE
2001,15,SEA,FALSE,NYG,away,L,14,7,7,0,7-7,0.5,-29,9,7,0,FALSE,FALSE
2001,16,SEA,FALSE,SD,away,W,15,8,7,0,8-7,0.5333333333333333,-26,9,7,0,FALSE,FALSE
2001,17,SEA,FALSE,KC,home,W,16,9,7,0,9-7,0.5625,-23,9,7,0,FALSE,FALSE
2001,1,SF,FALSE,ATL,home,W,1,1,0,0,1-0,1,3,12,4,0,TRUE,FALSE
2001,2,SF,FALSE,STL,home,L,2,1,1,0,1-1,0.5,-1,12,4,0,TRUE,FALSE
2001,3,SF,FALSE,NYJ,away,W,3,2,1,0,2-1,0.6666666666666666,1,12,4,0,TRUE,FALSE
2001,4,SF,FALSE,CAR,home,W,4,3,1,0,3-1,0.75,11,12,4,0,TRUE,FALSE
2001,5,SF,FALSE,ATL,away,W,5,4,1,0,4-1,0.8,17,12,4,0,TRUE,FALSE
2001,6,SF,TRUE,NA,NA,NA,5,4,1,0,4-1,0.8,17,12,4,0,TRUE,FALSE
2001,7,SF,FALSE,CHI,away,L,6,4,2,0,4-2,0.6666666666666666,11,12,4,0,TRUE,FALSE
2001,8,SF,FALSE,DET,home,W,7,5,2,0,5-2,0.7142857142857143,19,12,4,0,TRUE,FALSE
2001,9,SF,FALSE,NO,home,W,8,6,2,0,6-2,0.75,20,12,4,0,TRUE,FALSE
2001,10,SF,FALSE,CAR,away,W,9,7,2,0,7-2,0.7777777777777778,23,12,4,0,TRUE,FALSE
2001,11,SF,FALSE,IND,away,W,10,8,2,0,8-2,0.8,42,12,4,0,TRUE,FALSE
2001,12,SF,FALSE,BUF,home,W,11,9,2,0,9-2,0.8181818181818182,77,12,4,0,TRUE,FALSE
2001,13,SF,FALSE,STL,away,L,12,9,3,0,9-3,0.75,64,12,4,0,TRUE,FALSE
2001,14,SF,FALSE,MIA,home,W,13,10,3,0,10-3,0.7692307692307693,85,12,4,0,TRUE,FALSE
2001,15,SF,FALSE,PHI,home,W,14,11,3,0,11-3,0.7857142857142857,95,12,4,0,TRUE,FALSE
2001,16,SF,FALSE,DAL,away,L,15,11,4,0,11-4,0.7333333333333333,89,12,4,0,TRUE,FALSE
2001,17,SF,FALSE,NO,away,W,16,12,4,0,12-4,0.75,127,12,4,0,TRUE,FALSE
2001,1,STL,FALSE,PHI,away,W,1,1,0,0,1-0,1,3,14,2,0,TRUE,FALSE
2001,2,STL,FALSE,SF,away,W,2,2,0,0,2-0,1,7,14,2,0,TRUE,FALSE
2001,3,STL,FALSE,MIA,home,W,3,3,0,0,3-0,1,39,14,2,0,TRUE,FALSE
2001,4,STL,FALSE,DET,away,W,4,4,0,0,4-0,1,74,14,2,0,TRUE,FALSE
2001,5,STL,FALSE,NYG,home,W,5,5,0,0,5-0,1,75,14,2,0,TRUE,FALSE
2001,6,STL,FALSE,NYJ,away,W,6,6,0,0,6-0,1,95,14,2,0,TRUE,FALSE
2001,7,STL,FALSE,NO,home,L,7,6,1,0,6-1,0.8571428571428571,92,14,2,0,TRUE,FALSE
2001,8,STL,TRUE,NA,NA,NA,7,6,1,0,6-1,0.8571428571428571,92,14,2,0,TRUE,FALSE
2001,9,STL,FALSE,CAR,home,W,8,7,1,0,7-1,0.875,126,14,2,0,TRUE,FALSE
2001,10,STL,FALSE,NE,away,W,9,8,1,0,8-1,0.8888888888888888,133,14,2,0,TRUE,FALSE
2001,11,STL,FALSE,TB,home,L,10,8,2,0,8-2,0.8,126,14,2,0,TRUE,FALSE
2001,12,STL,FALSE,ATL,away,W,11,9,2,0,9-2,0.8181818181818182,155,14,2,0,TRUE,FALSE
2001,13,STL,FALSE,SF,home,W,12,10,2,0,10-2,0.8333333333333334,168,14,2,0,TRUE,FALSE
2001,14,STL,FALSE,NO,away,W,13,11,2,0,11-2,0.8461538461538461,181,14,2,0,TRUE,FALSE
2001,15,STL,FALSE,CAR,away,W,14,12,2,0,12-2,0.8571428571428571,187,14,2,0,TRUE,FALSE
2001,16,STL,FALSE,IND,home,W,15,13,2,0,13-2,0.8666666666666667,212,14,2,0,TRUE,FALSE
2001,17,STL,FALSE,ATL,home,W,16,14,2,0,14-2,0.875,230,14,2,0,TRUE,FALSE
2001,1,TB,FALSE,DAL,away,W,1,1,0,0,1-0,1,4,9,7,0,TRUE,FALSE
